[1,'q',5,4521,1],
[1,'z',6,4521,2],
[1,'j',8,4521,3],
[1,'x',10,4521,4],
[1,'k',18,4521,5],
[1,'y',27,4521,6],
[1,'w',69,4521,7],
[1,'v',72,4521,8],
[1,'b',74,4521,9],
[1,'g',95,4521,10],
[1,'f',99,4521,11],
[1,'d',115,4521,12],
[1,'m',138,4521,13],
[1,'h',142,4521,14],
[1,'p',144,4521,15],
[1,'u',175,4521,16],
[1,'l',211,4521,17],
[1,'c',235,4521,18],
[1,'n',266,4521,19],
[1,'s',274,4521,20],
[1,'t',306,4521,21],
[1,'r',322,4521,22],
[1,'o',382,4521,23],
[1,'i',388,4521,24],
[1,'a',420,4521,25],
[1,'e',520,4521,26],
[2,'aa',0,3523,1],
[2,'ae',0,3523,1],
[2,'ao',0,3523,1],
[2,'aq',0,3523,1],
[2,'ax',0,3523,1],
[2,'bb',0,3523,1],
[2,'bc',0,3523,1],
[2,'bd',0,3523,1],
[2,'bf',0,3523,1],
[2,'bg',0,3523,1],
[2,'bh',0,3523,1],
[2,'bk',0,3523,1],
[2,'bm',0,3523,1],
[2,'bn',0,3523,1],
[2,'bp',0,3523,1],
[2,'bq',0,3523,1],
[2,'bs',0,3523,1],
[2,'bt',0,3523,1],
[2,'bv',0,3523,1],
[2,'bw',0,3523,1],
[2,'bx',0,3523,1],
[2,'by',0,3523,1],
[2,'bz',0,3523,1],
[2,'cb',0,3523,1],
[2,'cd',0,3523,1],
[2,'cf',0,3523,1],
[2,'cg',0,3523,1],
[2,'cj',0,3523,1],
[2,'cm',0,3523,1],
[2,'cn',0,3523,1],
[2,'cp',0,3523,1],
[2,'cq',0,3523,1],
[2,'cs',0,3523,1],
[2,'cv',0,3523,1],
[2,'cw',0,3523,1],
[2,'cx',0,3523,1],
[2,'cy',0,3523,1],
[2,'cz',0,3523,1],
[2,'db',0,3523,1],
[2,'dc',0,3523,1],
[2,'df',0,3523,1],
[2,'dh',0,3523,1],
[2,'dj',0,3523,1],
[2,'dk',0,3523,1],
[2,'dn',0,3523,1],
[2,'dp',0,3523,1],
[2,'dq',0,3523,1],
[2,'ds',0,3523,1],
[2,'dt',0,3523,1],
[2,'dv',0,3523,1],
[2,'dw',0,3523,1],
[2,'dx',0,3523,1],
[2,'dy',0,3523,1],
[2,'dz',0,3523,1],
[2,'ej',0,3523,1],
[2,'ek',0,3523,1],
[2,'eu',0,3523,1],
[2,'ez',0,3523,1],
[2,'fb',0,3523,1],
[2,'fc',0,3523,1],
[2,'fd',0,3523,1],
[2,'fg',0,3523,1],
[2,'fh',0,3523,1],
[2,'fj',0,3523,1],
[2,'fk',0,3523,1],
[2,'fm',0,3523,1],
[2,'fn',0,3523,1],
[2,'fp',0,3523,1],
[2,'fq',0,3523,1],
[2,'fs',0,3523,1],
[2,'fv',0,3523,1],
[2,'fw',0,3523,1],
[2,'fx',0,3523,1],
[2,'fy',0,3523,1],
[2,'fz',0,3523,1],
[2,'gb',0,3523,1],
[2,'gc',0,3523,1],
[2,'gd',0,3523,1],
[2,'gf',0,3523,1],
[2,'gj',0,3523,1],
[2,'gk',0,3523,1],
[2,'gm',0,3523,1],
[2,'gp',0,3523,1],
[2,'gq',0,3523,1],
[2,'gs',0,3523,1],
[2,'gt',0,3523,1],
[2,'gv',0,3523,1],
[2,'gw',0,3523,1],
[2,'gx',0,3523,1],
[2,'gy',0,3523,1],
[2,'gz',0,3523,1],
[2,'hb',0,3523,1],
[2,'hc',0,3523,1],
[2,'hd',0,3523,1],
[2,'hf',0,3523,1],
[2,'hg',0,3523,1],
[2,'hh',0,3523,1],
[2,'hj',0,3523,1],
[2,'hk',0,3523,1],
[2,'hl',0,3523,1],
[2,'hm',0,3523,1],
[2,'hp',0,3523,1],
[2,'hq',0,3523,1],
[2,'hs',0,3523,1],
[2,'hv',0,3523,1],
[2,'hw',0,3523,1],
[2,'hx',0,3523,1],
[2,'hz',0,3523,1],
[2,'ih',0,3523,1],
[2,'ii',0,3523,1],
[2,'ij',0,3523,1],
[2,'iq',0,3523,1],
[2,'iu',0,3523,1],
[2,'iw',0,3523,1],
[2,'ix',0,3523,1],
[2,'iy',0,3523,1],
[2,'ja',0,3523,1],
[2,'jb',0,3523,1],
[2,'jc',0,3523,1],
[2,'jd',0,3523,1],
[2,'jf',0,3523,1],
[2,'jg',0,3523,1],
[2,'jh',0,3523,1],
[2,'ji',0,3523,1],
[2,'jj',0,3523,1],
[2,'jk',0,3523,1],
[2,'jl',0,3523,1],
[2,'jm',0,3523,1],
[2,'jn',0,3523,1],
[2,'jp',0,3523,1],
[2,'jq',0,3523,1],
[2,'jr',0,3523,1],
[2,'js',0,3523,1],
[2,'jt',0,3523,1],
[2,'jv',0,3523,1],
[2,'jw',0,3523,1],
[2,'jx',0,3523,1],
[2,'jy',0,3523,1],
[2,'jz',0,3523,1],
[2,'ka',0,3523,1],
[2,'kb',0,3523,1],
[2,'kc',0,3523,1],
[2,'kd',0,3523,1],
[2,'kf',0,3523,1],
[2,'kg',0,3523,1],
[2,'kh',0,3523,1],
[2,'kj',0,3523,1],
